21796388,https://en.wikipedia.org/wiki?curid=21796388,Airbag (disambiguation),Airbag is a device designed to inflate rapidly in a collision.          Airbag may also refer to:,[]
45450883,https://en.wikipedia.org/wiki?curid=45450883,Pedro Llompart,"Pedro Llompart Usón (born January 9, 1982) is a Spanish professional basketball player who plays for Gipuzkoa Basket of the Liga ACB as a point guard.          Llompart made his debut at Liga ACB on 9 October 2003, with Pamesa Valencia, playing 53 seconds in the defeat against Adecco Estudiantes by 76–78.          He was loaned several seasons to teams of the LEB Oro until he left Pamesa Valencia on 2007 for signing with Tenerife Baloncesto. Llompart came back to Liga ACB on 2009, after promoting from LEB Oro with Lucentum Alicante. He played in the team of the Valencian Community until 2012, when Lucentum Alicante is relegated by its financial trouble and he signs with CAI Zaragoza. On 24 July 2015, he parted ways with Zaragoza.          In July 2015, Llompart signed a two-year contract with Gipuzkoa Basket.","['1982 births', 'Living people', 'AB Castell\xc3\xb3 players', 'Basket Zaragoza 2002 players', 'CB Lucentum Alicante players', 'CB Murcia players', 'Gipuzkoa BC players', 'Liga ACB players', 'Spanish basketball players', 'Sportspeople from Palma, Majorca', 'Valencia BC players']"
29550099,https://en.wikipedia.org/wiki?curid=29550099,Fang Buttress,"Fang Buttress () is a rock buttress immediately west of Molar Peak near the south end of the Osterrieth Range of Anvers Island, in the Palmer Archipelago. The buttress has a small but prominent tooth-like rock in front of it and is a landmark for parties crossing William Glacier. It was surveyed by the Falkland Islands Dependencies Survey, 1955–57, and given this descriptive name by the UK Antarctic Place-Names Committee in 1959.",['Rock formations of the Palmer Archipelago']
18097857,https://en.wikipedia.org/wiki?curid=18097857,Mike Lucas,"Mike Lucas (born March 7, 1959) is an American football coach. From 2007 through the 2011 season, he was the head football coach at Southeastern Louisiana University located in Hammond, Louisiana—the 14th football coach at the school. He was released from his duties as head coach at Southeastern Louisiana on November 21, 2011.          In November 2008, Lucas underwent surgery which successfully repaired a heart valve.","['1959 births', 'Living people', 'Eastern New Mexico Greyhounds football coaches', 'Indiana State Sycamores football coaches', 'Liberty Flames football coaches', 'Sam Houston State Bearkats football coaches', 'Southeastern Louisiana Lions football coaches', 'UTEP Miners football coaches', 'William & Mary Tribe football coaches', 'People from Burlington County, New Jersey']"
16222162,https://en.wikipedia.org/wiki?curid=16222162,Spasskoye,Spasskoye is a village in Jalal-Abad Region of Kyrgyzstan.,['Populated places in Jalal-Abad Region']
40449474,https://en.wikipedia.org/wiki?curid=40449474,Ursuline Academy Ilford,"Ursuline Academy Ilford (formerly Ilford Ursuline High School) is a Roman Catholic secondary school and sixth form for girls located in the Ilford area of the London Borough of Redbridge, England.          The school was established as Ilford Ursuline High School in 1903 by the Ursulines. The school was converted to academy status on September 1st 2011, and is administered by the Roman Catholic Diocese of Brentwood.          Ursuline Academy Ilford offers GCSEs as programmes of study for pupils, while students in the sixth form have the option to study a range of A Levels. The school has a specialism in science, and has dedicated resources to support the specialism.","['Secondary schools in Redbridge', 'Roman Catholic secondary schools in the Diocese of Brentwood', 'Ursuline schools', ""Girls' schools in London"", 'Educational institutions established in 1903', '1903 establishments in England', 'Academies in Redbridge', 'Ilford']"
587060,https://en.wikipedia.org/wiki?curid=587060,"National Consortium for Specialized Secondary Schools of Mathematics, Science and Technology","The National Consortium for Specialized Secondary Schools of Mathematics, Science and Technology (NCSSSMST) is an alliance of specialized high schools in the United States whose focus is to foster, support, and share the efforts of STEM-focused schools whose primary purpose is to attract and academically prepare students for leadership in mathematics, science, engineering, and technology. The Consortium supports unique professional development programs for STEM teachers and unique learning experiences for students.           The NCSSSMST was established in 1988 to provide a forum for member schools to exchange information and program ideas and to evolve alliances among them. As of June 2010, there are over 90 institutional members, representing more than 40,000 students and 1,600 educators. These are joined by over 30 affiliate members such as colleges, universities, summer programs, and corporations who share the goal of transforming STEM education.","['Magnet schools', 'National Consortium for Specialized Secondary Schools of Mathematics, Science and Technology schools']"
676409,https://en.wikipedia.org/wiki?curid=676409,Bane (comics),"Bane is a fictional supervillain appearing in American comic books published by DC Comics, commonly as an adversary of the superhero Batman. The character's origin was in ""Batman: Vengeance of Bane"" #1 (January 1993), and was created by Chuck Dixon, Doug Moench, and Graham Nolan.          Known for his mix of brute strength and exceptional intelligence, the character is often credited as being the only villain to have ""Broken the Bat"". IGN's list of the Top 100 Comic Book Villains of All Time ranked Bane as #34. Bane was portrayed by Robert Swenson in the 1997 film ""Batman & Robin"" and by Tom Hardy in the 2012 film ""The Dark Knight Rises"".          Chuck Dixon, Graham Nolan, and Doug Moench created the character for the """" storyline, although it is unsure what elements were introduced by each of the two writers (Dixon and Moench). Dixon wrote the character's first appearance (""Vengeance of Bane""), with art by Graham Nolan. It is also unclear how much input was provided by Denny O'Neil (veteran writer of the ""Batman"" books, then Group Editor for the ""Batman"" family of books, and author of the novel adaptation of ""Knightfall""). O'Neil had previously created Bane's hellish birthplace of Santa Prisca in ""The Question"" and the drug Venom in the storyline of the same name (published in the pages of ""Legends of the Dark Knight"" #16-20, and later reprinted as a trade paperback). In the pages of ""Azrael"", O'Neil introduced Bane's perception of Venom as both an addiction and the weakness responsible for his earlier defeats.          Bane's origin story is established in the story ""Knightfall"". He was born in the fictional Caribbean Republic of Santa Prisca, in a prison called Peña Duro. His father, Edmund Dorrance (better known as King Snake), had been a revolutionary who had escaped Santa Prisca's court system. The corrupt government decreed that his young son would serve out the man's life sentence, and thus Bane's childhood and early adult life were spent in the immoral penitentiary environment.          Though he was imprisoned, his natural abilities allowed him to develop extraordinary skills within the prison's walls. He read as many books as he could get his hands on, spent most of his spare time body building in the prison's gym, developed his own form of meditation, and learned to fight in the merciless school of prison life. Because of the cultural and supposed geographical location of Santa Prisca, Bane knew how to speak English, Spanish, Portuguese and Latin. Despite his circumstances, he found teachers of various sorts during his incarceration, ranging from hardened convicts to an elderly Jesuit priest, under whose tutelage he apparently received a classical education. Bane murdered this priest upon his return to Santa Prisca years later. He committed his first murder at the age of eight, stabbing a criminal who wanted to use him to gain information about the prison. During his years in prison, Bane carried a teddy bear he called Osito (""Little bear"" in Spanish), whom he considered his only friend. It is revealed that Osito has a hole in his back to hold a knife that Bane used to defend himself.          Bane is tortured by a monstrous, terrifying bat creature that appears in his dreams, thus giving him chiroptophobia (fear of bats). He ultimately established himself as the ""king"" of Peña Duro prison and became known as Bane. The prison's controllers took note and eventually forced him to become a test subject for a mysterious drug known as Venom, which had killed all other subjects; the drug was administered by a doctor who bore a passing resemblance to another Batman foe, Hugo Strange. Later, in ""Vengeance of Bane II"" the very same doctor encountered Bane again in Gotham City and it is confirmed that it is not Hugo Strange, who, at that point in Batman continuity, was a crazed psychologist and not a surgeon. The Peña Duro prison Venom experiment nearly killed Bane at first, but he survived and found that the drug vastly increases his physical strength, although he needs to take it every 12 hours (via a system of tubes pumped directly into his brain) or he will suffer debilitating side-effects.          During the """" storyline, Bane escaped Peña Duro, along with several accomplices based on the Fabulous Five (his minions Trogg, Zombie and Bird, all of whom are named after 1960s rock bands — The Troggs, The Zombies and The Byrds — and were designed to mimic three of Doc Savage's assistants Monk, Ham, and Renny). His ambition turned to destroying Batman, about whom he had heard stories from an inmate. Gotham fascinated Bane because, like Peña Duro, fear rules Gotham - but it is the fear of the Batman. Bane was convinced that Batman was a personification of the demonic bat which had haunted his dreams since childhood. Therefore, Bane believed fate placed Batman on a collision course with him.          Aware that a direct assault on Batman would be foolish, Bane instead destroyed the walls of Arkham Asylum—allowing its deranged inmates (including the Joker, Two-Face, the Riddler, the Scarecrow, the Mad Hatter, the Ventriloquist, Firefly, Poison Ivy, Cornelius Stirk, Film Freak and Victor Zsasz) to escape into Gotham City. Consequently, Batman was forced to recapture the escapees, a mission that took him three months. Exhausted, Batman returned to his home in the Batcave then went up to Wayne Manor as Bruce Wayne, where he found Bane waiting for him (who had previously figured out his secret identity). Bane attacked Bruce, first in Wayne Manor but then the two tumbled down into the Batcave below, where Bane continued his assault on Bruce Wayne, toying with him throughout. Bane delivered the final blow by raising Bruce up and throwing him down upon his knee, breaking his back and he left him a paraplegic. Bane thus becomes the only man to have ""Broken the Bat"". This iconic moment is incorporated in ""The Dark Knight Rises"", Robot Chicken's ""DC Comics Special"" and alluded to numerous times in the DCAU cartoons.          While Bane established himself as the new ruler of Gotham's criminal underworld, Bruce Wayne passed the mantle of Batman to Jean-Paul Valley, also known as Azrael. As the ""new"" Batman, however, Jean-Paul grew increasingly violent and ruthless; he believed that the only way to defeat criminals is to go to their level. Valley also refused to recognize Tim Drake/Robin as his partner. Despite Bruce Wayne's strict orders that Valley avoid Bane, he disregarded those commands and boldly attempted to confront Bane in his home; with the villain then living in luxury high above Gotham in a penthouse suite. Valley had by then added a set of high-tech, heavy metal gauntlets to the Batsuit, and used them to shoot sharp projectiles at Bane. But Bane was able to get the upper hand in the fight after using Venom and taunting Valley, making him angry enough to rush him. Despite besting Valley, Bane sustained deep lacerations in the battle and lost a great deal of blood. Unable to go to a hospital, Bane increased his Venom intake to temporarily block the pain and buy himself time to defeat the new Batman. Humiliated, Valley returned to the Batcave where he built an advanced combat suit of metal, in place of the traditional Batsuit, with many chambers within the suit that fire razor-sharp weapons. Reduced to little more than a wounded animal fleeing for survival, Bane was no match against the ""new"" Batman and was overwhelmed by him. Bane was finally defeated when Valley severed the tubes that pump Venom into his bloodstream, causing severe withdrawal. Commissioner James Gordon, Harvey Bullock, and the Tim Drake Robin watched in horror as this new Batman tortured a defeated Bane, who begs Valley to kill him. Valley denied his innate urge to kill Bane, however, and left him to be arrested.          Bane became an Arkham Asylum inmate and plotted his escape and revenge on Batman and his allies. Jean-Paul Valley lost the mantle of the Bat whilst Bruce Wayne is fully recovered.          Further following the events of ""Knightfall"", Bane recovers from his Venom addiction while serving time in Blackgate Prison, as seen in ""Vengeance of Bane II: The Redemption"" (1995). He eventually escapes from prison and returns to Gotham, where he fights alongside Batman to take out a criminal ring that is distributing a Venom derivative to street-level thugs. Following a victory over the criminals (and the revelation that behind it is the same doctor that performed the surgery on Bane years earlier in Peña Dura), Bane proclaims that he is ""innocent"" of his past crimes and urges Batman to stop hunting him. He then leaves Gotham (without fighting Batman) to begin a search for his dead father.          Bane's search brings him back to Santa Prisca. In search of leads, Bane questions the Jesuit priest who had taught him while he was in Peña Dura. The priest explains that there were four men who could possibly have been his father: a Santa Priscan revolutionary, an American doctor, an English mercenary and a Swiss banker. While searching for the Swiss man in Rome, Bane encounters Talia al Ghul and the League of Assassins and eventually impresses Ra's al Ghul so much that he chooses Bane to marry Talia and become his heir (an ""honor"" he had previously bestowed on Batman).          Ra's al Ghul then launches a plague attack on Gotham in the ""Legacy"" storyline, with Bane at his side, who is posing as Ubu. Bruce Wayne, again costumed as Batman, gets his rematch with Bane in ""Detective Comics"" #701 and finally defeats him in single combat. The defeat causes Ra's to call off the engagement to Talia and disown Bane.          Following the ""Legacy"" storyline, Bane appears in a one-shot publication called ""Batman: Bane"" (1997) with the intent of destroying Gotham City using a nuclear reactor until the plan is stopped by Batman and his allies. He fights Azrael in the ""Angel and the Bane"" storyline. Bane then surfaces in the story arc ""No Man's Land"", serving as an enforcer for Lex Luthor during Luthor's attempts to take control of Gotham under the cover of helping it to rebuild, but Batman convinces Bane to leave after a brief confrontation between Bane and the Joker. Following the fallout with Ra's al Ghul, Bane later embarks on a campaign to destroy Lazarus Pits around the world, and in the process, encounters Black Canary.          According to the Jesuit priest, with whom Bane speaks, there is a possibility that Bane's biological father is an American doctor. In researching this issue, Bane comes to the conclusion that he and Batman share Dr. Thomas Wayne as their biological father, with Dr. Wayne allegedly becoming close to Bane's mother during his time in Santa Prisca. Bane alerts Batman to this possibility and during the time that the DNA tests are being performed, stays at Wayne Manor and fights alongside Batman on the streets of Gotham in the ""Tabula Rasa"" storyline. Ultimately, it is revealed that Dr. Wayne is not Bane's father, and Bane leaves Gotham peacefully (and with Batman's blessing and financial backing) to pursue leads in the snowy mountains of Kangchenjunga.          Bane eventually finds his father, who turns out to be the unscrupulous King Snake (validating the English mercenary hypothesis), and not El Jefe del País de Santa Prisca, in the ""Veritas Liberat"" storyline. Bane, with Batman looking on, helps foil King Snake's plans to unleash a powerful weapon upon the world. Bane saves Batman from being shot by King Snake, but is mortally wounded in the process. Batman then saves Bane by bathing him in a Lazarus Pit, and leaves him with a clean slate.          In ""Infinite Crisis"" #7, Bane fights alongside the villains during the Battle of Metropolis. During the battle, he breaks the back of the hero Judomaster, killing him. No reason was given for his actions in #7, though in ""Infinite Crisis""' collected edition, one of the many changes made to the original series was Bane saying ""I finally know who I am. I am 'Bane'. I 'break' people."" while breaking Judomaster's back.          Bane resurfaces in the ""One Year Later"" continuity of ""JSA Classified"" #17-18 searching for the Hourmen (Rex and Rick Tyler), asking them for help. To win their trust, he tells them how, prior to the Battle of Metropolis, he returned to his homeland to put an end to the drug lords' government and in the process discovered that a new, more addictive strain of Venom had been created. In his furious carelessness to wipe out the drug trade, he was captured, and re implanted with the cranial tubes, hooked to the new Venom, and now unable to shake off his addiction without dying from the withdrawal. Bane was forced to work as an enforcer for the drug cartel, unable to escape. Believing that Bane sought Rex Tyler's expertise in chemistry, Rick lets him approach his father, only to discover that the story is a ruse. Bane, who had never truly been addicted to Venom, had in fact wiped out the drug lords, and destroyed every research note on Venom. He discovered in the process both strains of Venom derived from Rex Tyler's early research on Miraclo. He discovers from the Tylers that no written notes exist of Rex' work, captures Rex, and steals Rick's equipment, planning to kill Rex and force Rick to take the last of the new Venom, living forever as an addict. Rick manipulates Bane into using Miraclo and demolishing the building as he and his father escape, burying the mercenary in the rubble of the very same Santa Priscan penitentiary where his story began.          Eventually, Bane resurfaces in Santa Prisca and leads the country to democratic elections. Upon discovering that the elections were rigged by Computron, he uses his influence to enforce martial law, plunging the country into a civil war. Computron offers information to Checkmate who ordered him to rig the elections in exchange for their help to escape the country. Fire and Judomaster's son, Thomas Jagger, are sent on the mission, with Jagger debating whether or not to seek revenge for his father's murder. He fights Bane in order to allow Fire to escape, defeating him easily, but chooses not to kill him.          At the end of the miniseries ""Suicide Squad: Raise the Flag"", Amanda Waller recruits Bane into the Squad. In ""Outsiders"" #50, he appears once more to be wearing the tubing system to apply Venom.          In ""Salvation Run"" #2, Bane was tricked by his fellow squad members, and sent to the prison planet. In ""Salvation Run"" #3, Bane remains with Lex Luthor's faction after the Joker's faction rebels against Luthor's leadership. He attacks Thunder and Lightning when they were attempting to feed Martian Manhunter.          ""Superman/Batman"" #53-#56 reveals Bane is trading his Venom supplies with drug lords around the globe. One of his shipments includes a trip to Gotham. Batman, who was temporarily endowed with Superman's powers, responded by attacking Bane at his home. Not only was the Dark Knight able to easily defeat the villain, the hero nearly killed him with his far superior strength. Bane survived his injuries due to the enhanced stamina from his Venom supplies.          Since September 2008, Bane has appeared as a regular character in the ongoing Secret Six series. In the first issue, Bane is depicted as a stoic devil's advocate for the group, offering alternative points of view for both Deadshot and Catman on the subject of love. He is later shown to have an almost father like concern for Scandal Savage's well-being. Although this is largely played for laughs in the early issues, the first arc's final issue displays the depth of Bane's affection. When the Six are attacked by an army of supervillains, a wounded (and seemingly dying) Bane's concern for Scandal results in temporarily breaking his vow to never take Venom again in order to save her. Bane is later shown to have recovered from his ordeal, appearing in Gotham City with Cat-Man and Ragdoll in an attempt to stem some of the chaos caused by the apparent death of Batman. During the team's several escapades, Bane reveals both a deep respect for his onetime adversary and a painful yearning to assume the mantle of Batman, telling a trio of rescued citizens to tell people that it was the Batman who saved them. Bane ultimately gives his blessing to Dick Grayson, praying that ""God help him."" Following a near-disastrous mission, Bane assumes leadership over the Six. His first act as leader is to remove Scandal from active duty, not wishing for her to be endangered. In the latest issue of ""Secret Six"", Bane's Secret Six and Scandal Savage's Secret Six finally square off against each other. Bane and Scandal engage in a one on one fight where he refuses to fight back until Scandal uses her Lamentation Blades to slash his throat. The card is ultimately used to resurrect Knockout.          Driven to near madness, Bane decides to lead the Secret Six to Gotham in an attempt to psychologically break Batman by killing several of his closest allies. The team kidnaps the Penguin, who Bane pumps for information about Batman's partners. In the final issue of the series, Bane ultimately decides on Red Robin, Azrael and Batgirl as his victims. Before the Six can make their move, Penguin betrays their location, resulting in a massive army of superheroes ranging from Green Lantern, Batman and the Superman family to the Justice League, Birds of Prey, and Booster Gold converging on Gotham. The Secret Six stage a desperate last stand, but are quickly defeated. With the fates of the other Secret Six members left ambiguous, Bane is last shown being driven away in a Gotham police van. The ending of the issue implies that he plans to escape.          In the company relaunch called The New 52, Bane is re-introduced in the DCU by Paul Jenkins, and David Finch's run on """" Volume 2. Here, he has a massive storage tank on his back and is still fighting his addiction to the Venom compound. As Bruce Wayne is unable to keep up with the various legal conspiracies involving Batman Incorporated, he decides to investigate a breakout in Arkham. There he finds criminals being fed a modified fear toxin that is mixed in with Venom which makes the criminals extremely strong and immune to fear. He finds it being given to criminals by a new foe named the White Rabbit, when Batman approaches her she quickly defeats him and injects him with the fear toxin which she then gives to the Flash. Bruce then finds Bane to be behind the new fear toxin and combats him, Bruce manages to burn the fear toxin out of his and the Flash's bodies by getting pushed to the limit. Bruce manages to defeat Bane and knock him off an edge, but is left confused by the White Rabbit. Bane is then washed away by the tide.          Bane later appears in ""Detective Comics (Vol. 2)"" #19, in the story ""War Council"". There, his look had been altered to include a vest and cargo pants, and he now has an army serving him. In the story, it's revealed in flashback that prior to his appearance in ""Batman: The Dark Knight"", Bane had intended to steal a nuclear device to threaten Gotham City, only to have a run-in with the Court of Owls, who prevented him from stealing the device and didn't want him to interfere with their plans. Later, after Batman defeats Bane, a mysterious figure confronts the villain and informs him that the Court of Owls had undermined his plans. Bane returns to Santa Prisca to lead his army against them.          During the ""Forever Evil"" storyline, Scarecrow learns that Bane may be the cause of the Blackgate uprising and will be their leader in the impending war, and that Talons were stored at Blackgate on ice. Bane, having escaped Peña Dura Prison in Santa Prisca, ships his Venom to Gotham City to be there for when he arrives. As he is traveling to Gotham, he orchestrates the release of Blackgate's prisoners during the Crime Syndicate's broadcast to the world. Later, on board his ship, he prepares his men for the impending war with Scarecrow, and with Gotham in the distant, claims it will be his. Bane enters Blackgate through the sewers to join the prisoners there. While there, he comes across where the Talons are stored hoping to make them in to his weapons. While the attack on Gotham City begins between Bane's men and the GCPD, Bane also approaches Professor Pyg, forcing him to join his cause, and spread word that everything in Gotham is now controlled by Bane. Bane arrives at Blackgate as Man-Bat and his fellow bats are attempting to transport the Talons to Mr. Freeze and is able to keep one from leaving. Bane retrieves Emperor Penguin for the Penguin as part of their agreement. When Bane brings Emperor Blackgate to the Penguin, the Penguin tells him that the Arkham fighters are not scared of Bane as he does not instill fear as Batman did. Realizing this, Bane constructs a batsuit for himself and heads to Wayne Tower to confront Killer Croc. Bane fights Killer Croc and is able to defeat him, setting his sights on retrieving the Talons. Bane wakes up the Talon William Cobb and takes him through Gotham where he fights members of Arkham Asylum. Bane begins recruiting Gotham citizens to his side, offering his base at Wayne Tower as a haven to the people to escape the rule of the Arkham inmates. He tells Cobb his plan to turn the city over to the Court, in exchange for use of Talons at his disposal to be powered by his Venom. The Talons attack Bane's men, and eventually set their target on Bane. With the help of Cobb, Bane is able to injure the Talons enough to activate their regenerative powers to remove the mind-control technology.          Bane is highly intelligent; in ""Bane of the Demon"", Ra's al Ghul says that Bane ""has a mind equal to the greatest he has known"" (although he dismisses Bane's intellect as the cunning of an animal rather than the cultured, trained intellect of Batman). His strength gives him more ways to go against Batman. Bane has shown to be capable of lifting 15 tons. In prison, he taught himself various scientific disciplines equal to the level of understanding of leading experts in those fields. He knows six active languages and at least two additional arcane and dead ones. Among these are Spanish, English, Persian, and Latin. The ""Bane of the Demon"" storyline reveals that he has an eidetic memory. Within one year, he is able to deduce Batman's secret identity.          He is also highly devious and a superb strategist and tactician. In prison, Bane also invented his own form of calisthenics, meditation, and a fighting style that he uses against other well-known martial arts fighters within the DC Universe. Bane creator Chuck Dixon's early tales portray Bane as a very calm, centered warrior akin to Bruce Lee; in as much that he draws strength through calm meditation, and the spiritual energy of the ""very rock of Peña Dura"". Dixon imbued Bane with an almost supernatural quality when he explained that Bane triumphed in all of his prison fights by employing these abilities, while his opponents had only rage and greed to propel them. Multiple scenes in ""Vengeance of Bane"" explore this aspect when it explains that Bane's mastery of meditation techniques ""made time and space playthings to him."" A subsequent scene that reinforces this ability comes when Bird first comes to Bane for help, because he heard from other inmates that Bane has ""magic... the kind that allows him to travel beyond the prison walls."" Usage of Venom enhances his physical abilities, including his strength and healing process, to superhuman levels.          Although Bane had sworn off using Venom in ""Vengeance of Bane II"" in 1995, and his character is actually written as having kept that promise to himself, it is still not uncommon for artists to draw Bane as still wearing the tube leading from his old wrist device to the back of his head, as well as almost all media adaptations of the character show him actively using the Venom compound. Writer Gail Simone explained these lapses in the continuity of Bane's appearance in an issue of ""Secret Six"", in which Deadshot remarked that Bane merely kept his old Venom equipment with him out of habit, even though Bane states that he would sooner die than use it again.          In the ""Amalgam universe"", Bane was combined with Marvel Comics' Nuke as HYDRA's Bane Simpson, Another version of Bane was merged with Punisher called the ""Banisher"" appeared. He's described as a ""gun-toting, drugged up anti-hero who broke Bruce Wayne's back.""          In the ""Kingdom Come"" reality, an aged Bruce Wayne mentions to Superman that Bane and Two-Face broke into Wayne Manor and destroyed it, after Batman's identity was exposed, leaving only the Batcave intact.          Bane appeared in numerous ""Elseworlds"" including """" as a low-level criminal, a dead Bane appears in a brief cameo in ""JLA: Riddle of the Beast"", killed by Green Arrow.          Bane appears in ""Smallville"" comic ""Smallville Season Eleven"".          In ""Batman/Teenage Mutant Ninja Turtles"", Bane was mutated into a humanoid mutant elephant.          Bane makes his first appearance in Year Five of the ""Injustice: Gods Among Us"" comic series. He decides allying himself with Superman's Regime will give him a position of power, so he aides the Man of Steel and Wonder Woman in subduing Doomsday. While initially suspicious of Bane's motivations, Superman is convinced Bane could be a valuable asset to the Regime and agrees. However, this decision does not bode well with the rest of the Regime, who openly resent the idea of working alongside their former enemies.","['Characters created by Chuck Dixon', 'Characters created by Doug Moench', 'Characters created by Graham Nolan', 'Comics characters introduced in 1993', 'DC Comics characters with accelerated healing', 'DC Comics characters with superhuman strength', 'DC Comics martial artists', 'Fictional assassins', 'Fictional bounty hunters', 'Fictional chemists', 'Fictional drug addicts', 'Fictional drug dealers', 'Fictional henchmen', 'Fictional Hispanic and Latino-American people', 'Fictional linguists', 'Fictional mercenaries', 'Fictional mixed martial artists', 'Superhero film characters', 'Video game bosses']"
23718816,https://en.wikipedia.org/wiki?curid=23718816,First Prize for the Cello,"First Prize for the Cello is a French silent comedy directed by an anonymous director and released in 1907.          A man walks along with a Cello under his arm. He then sits down on a stool and proceeds to play it, very badly, while the neighbors proceed throw all manner of things at him to make him stop. At one point, a Couch is thrown at him, but neither this nor any other projectile is a successful deterrent. At the end of the film, a girl comes up to him and gives him some flowers. The man then stops playing and walks off, happy that his talents have been recognised.          Silent film | Comedy film | | Silent comedy | 1907 in film","['1907 films', 'French silent films', 'French films', 'French silent short films']"
32740901,https://en.wikipedia.org/wiki?curid=32740901,Fuquan,Fuquan may refer to:,[]
35978166,https://en.wikipedia.org/wiki?curid=35978166,Trimble-Parker Historic Farmstead District,"Trimble-Parker Historic Farmstead District is a historic farm located in Davis County, Iowa, United States near the county seat of Bloomfield. The well-preserved farm buildings exemplify an early 20th-century stock farm in Iowa. The various stock buildings were built between 1901 and 1952. They housed a variety of stock types. The barn, which is a local landmark, was designed by Joseph E. Wing who was well known for his innovative designs in the late 19th and early 20th centuries. The farmstead was listed on the National Register of Historic Places in 2003.","['Victorian architecture in Iowa', 'Buildings and structures in Davis County, Iowa', 'National Register of Historic Places in Davis County, Iowa', 'Farms on the National Register of Historic Places in Iowa', 'Historic districts on the National Register of Historic Places in Iowa', 'Farms in Iowa']"
27353609,https://en.wikipedia.org/wiki?curid=27353609,Murad Radzhabov,"Murad Kadirovich Radzhabov (; born July 20, 1988) is a Russian professional football player who last played for FC Dagdizel Kaspiysk in the Russian Second Division.","['1988 births', 'Living people', 'Russian footballers', 'Russian people of Dagestani descent']"
3553918,https://en.wikipedia.org/wiki?curid=3553918,Johor FM,"Johor FM is a Johor-state Malay language radio station operated by Radio Televisyen Malaysia out of the Johor state capital Johor Bahru in Malaysia. It features local news and Malaysian music, 18-hours a day from 06:00 to 00:00 MST. Johor FM was one of the first regional radio stations in Malaysia.          The radio was formerly known as Radio Malaysia Johor and Radio 3 Johor Bahru.","['Radio stations in Malaysia', 'Malay-language radio stations', 'Media in Johor Bahru']"
16207616,https://en.wikipedia.org/wiki?curid=16207616,Dorsal lingual veins,The dorsal lingual veins are veins which drain the tongue.,['Veins of the head and neck']
33276335,https://en.wikipedia.org/wiki?curid=33276335,Lucas Porcar,"Lucas Porcar Teixidó (born 18 February 1990) is a Spanish professional footballer who plays for RCD Espanyol B as an attacking midfielder.          Born in Sant Cugat del Vallès, Barcelona, Catalonia, Porcar was a product of RCD Espanyol's youth system. He made his senior debuts in the 2009–10 season with the reserves in the third division, managing 22 appearances with three goals for the local club during the season but suffering team relegation.          After an impressive second year, Porcar signed for Villarreal CF B in the second level. He made his official debut on 27 August 2011 against FC Barcelona B, and scored in an eventual 2–0 away win.          On 1 August 2012, Porcar joined Real Zaragoza, being subsequently loaned to division two's Xerez CD late in the month. Both teams were eventually relegated and, on 31 January 2014, he moved to Belgian Second Division side K.A.S. Eupen until the end of the campaign.          On 31 August 2014, Porcar signed with CE Sabadell FC, in a season-long loan deal. On 13 August of the following year, he returned to his first club Espanyol B, after being released.","['1990 births', 'Living people', 'People from Vall\xc3\xa8s Occidental', 'Spanish footballers', 'Catalan footballers', 'Association football midfielders', 'Segunda Divisi\xc3\xb3n players', 'Segunda Divisi\xc3\xb3n B players', 'Tercera Divisi\xc3\xb3n players', 'RCD Espanyol B footballers', 'Villarreal CF B players', 'Real Zaragoza players', 'Xerez CD footballers', 'CE Sabadell footballers', 'Belgian Second Division/Belgian First Division B players', 'K.A.S. Eupen players', 'Spain youth international footballers', 'Spanish expatriate footballers', 'Expatriate footballers in Belgium']"
41594840,https://en.wikipedia.org/wiki?curid=41594840,2013 European Kendo Championships,"The 25th European Kendo Championships was held in Berlin, Germany 12–14 April 2013.","['European Kendo Championships', 'Sport in Berlin', '2013 in German sport', '2013 in Berlin', 'International sports competitions hosted by Germany']"
27459845,https://en.wikipedia.org/wiki?curid=27459845,Bogatovo,"Bogatovo is a village in the municipality of Sevlievo, in Gabrovo Province, in northern central Bulgaria.",['Villages in Gabrovo Province']
37188231,https://en.wikipedia.org/wiki?curid=37188231,Ab Hazar Helleh,"Ab Hazar Helleh (, also Romanized as Āb Ḩazar Ḩelleh) is a village in Sardasht Rural District, Sardasht District, Dezful County, Khuzestan Province, Iran. At the 2006 census, its existence was noted, but its population was not reported. ",['Populated places in Dezful County']
29264774,https://en.wikipedia.org/wiki?curid=29264774,"Malkiya, Bahrain","Malkiya () is a coastal village that lies on the western coast of Bahrain Island in Bahrain. The village is home to the Malkiya Club football team.          In 2007, protests broke out in the area when a powerful member of the Bahraini royal family tried to seize some of the coastline of the village.          The village is also home to the grave and shrine of Zayd ibn Suhan, one of the companions of Ali.","['Populated places in Bahrain', 'Populated coastal places in Bahrain']"
